Compound_Name,CAS_Number,SMILES,Dataset_Role,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
3-Hydroxy-4-methyl-2(5H)-furanone,22438-62-6,CC1=C(C(=O)OC1)O,Benchmark,10.25439815,10.25439815,0.231481481,-0.608796296,0.462754759,19.375,114.1,108.052,114.0316941,44,0.373270723,-0.501774733,0.501774733,0.373270723,1.75,2.375,2.5,16.5511924,10.29910065,2.193074432,-1.846188479,2.100683674,-1.964404407,5.882956137,-0.137926983,1.984343479,2.864887659,157.0567175,6.14626437,4.470816958,4.470816958,3.715214055,2.274083613,2.274083613,1.705069497,1.705069497,1.017367337,1.017367337,0.484749712,0.484749712,-0.99,75.4050522,5.152653352,1.505503498,0.558522221,46.57288638,9.843390349,6.606881965,0,5.759164872,0,5.969305288,0,4.794537184,0,0,0,6.9237372,5.57310453,0,14.63792753,5.969305288,0,0,0,6.9237372,6.606881965,11.3322694,0,0,0,0,0,17.68271465,9.531400138,0,6.9237372,11.3322694,0,0,46.53,5.969305288,4.794537184,12.36604684,5.57310453,0,0,6.9237372,0,4.736862954,5.106527395,4.414351852,0,10.25439815,8.671296296,0.606481481,-0.840277778,0,0,1.89375,0,0.4,8,1,3,0,1,1,0,0,0,3,1,3,0,0,0,0,1,0.3752,26.2878
"4-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-3-buten-2-one",14901-07-6,CC1=C(C(CCC1)(C)C)C=CC(=O)C,Benchmark,10.89469789,10.89469789,0.131179138,0.131179138,0.610150345,21.71428571,192.302,172.142,192.1514153,78,0.152123287,-0.295180767,0.295180767,0.152123287,1.428571429,2.071428571,2.571428571,16.13685759,9.724615994,2.258364575,-2.323640326,2.400389584,-2.186709029,5.872965706,-0.112186817,2.008374582,2.961277471,292.3574238,10.76758471,9.684269172,9.684269172,6.432357537,5.321914529,5.321914529,4.875425831,4.875425831,3.027174981,3.027174981,2.211036227,2.211036227,-0.85,935.9025552,11.22604563,4.118968362,2.567947901,86.89504128,0,0,5.783244946,0,0,0,4.794537184,0,0,0,25.49659904,50.17405437,0,0,4.794537184,5.783244946,0,0,5.414990469,46.95741367,0,23.29824927,0,0,0,0,0,5.783244946,4.794537184,5.414990469,46.95741367,23.29824927,0,0,17.07,0,4.794537184,11.19823542,0,0,30.40867393,12.99975731,6.076020107,20.7712116,0,0,0,10.89469789,0,3.04775463,0.131179138,0,7.376885865,8.299482474,0,0.615384615,14,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,1,3.6582,60.153
"2,6,6-Trimethyl-1-cyclohexene-1-carboxaldehyde",432-25-7,CC1=C(C(CCC1)(C)C)C=O,Benchmark,10.7280787,10.7280787,0.129050926,0.129050926,0.527867086,23.54545455,152.237,136.109,152.1201151,62,0.146011273,-0.298235575,0.298235575,0.146011273,1.454545455,2.090909091,2.454545455,16.12919626,9.733075223,2.270016548,-2.305873459,2.380121784,-2.205290688,5.763214842,-0.105501265,1.856285709,3.006371876,198.9183168,8.483127663,7.606918903,7.606918903,5.07651549,4.231484176,4.231484176,4.049293218,4.049293218,2.660318063,2.660318063,1.902607768,1.902607768,-0.59,239.4608565,8.506061479,2.802698219,1.524468526,68.48981797,0,6.286160523,0,0,0,0,4.794537184,0,0,0,19.42057893,37.17429707,0,0,4.794537184,6.286160523,0,0,5.414990469,40.03367647,0,11.14620906,0,0,0,0,0,6.286160523,4.794537184,5.414990469,40.03367647,11.14620906,0,0,17.07,0,4.794537184,5.414990469,0,24.7009083,11.99392615,0,0,20.7712116,0,0,0,10.7280787,0,2.44849537,0,0,4.528356481,6.378402778,0,0.7,11,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,2.7119,46.396
"4-(2,6,6-Trimethyl-1,3-cyclohexadien-1-yl)-3-buten-2-one",17283-81-7,CC1=C(C(CCC1)(C)C)CCC(=O)C,Benchmark,10.98150345,10.98150345,0.311734694,0.311734694,0.62299588,21.14285714,194.318,172.142,194.1670653,80,0.129659345,-0.300018474,0.300018474,0.129659345,1.428571429,2.071428571,2.571428571,16.13718221,9.709490269,2.272594806,-2.342053131,2.416081922,-2.203809498,5.75282728,-0.116525154,2.008374582,2.745230748,258.4091282,10.76758471,9.943782196,9.943782196,6.432357537,5.618337708,5.618337708,5.198335447,5.198335447,3.412722244,3.412722244,2.527744599,2.527744599,-0.59,935.9025552,11.48457122,4.288367535,2.69745227,87.58464431,4.794537184,5.783244946,0,0,0,0,0,0,0,0,24.99368346,44.94575136,6.420821623,0,4.794537184,5.783244946,0,0,5.414990469,59.79905691,0,11.14620906,0,0,0,0,0,5.783244946,4.794537184,5.414990469,59.79905691,11.14620906,0,0,17.07,0,4.794537184,0,11.19823542,12.84164325,24.8355694,12.49684173,0,20.7712116,0,0,0,10.98150345,0,3.401921296,0.311734694,0,5.514802532,8.540038029,0,0.769230769,14,0,1,1,0,1,0,0,0,1,0,1,3,0,0,0,1,3.8822,60.247
"1-tert-Butyl-2-methoxy-4-methyl-3,5-dinitrobenzene",83-66-9,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],Benchmark,11.15843726,11.15843726,0.000138889,-0.642453704,0.619458066,11.21052632,268.269,252.141,268.1059216,104,0.320467043,-0.489916442,0.489916442,0.320467043,1.157894737,1.684210526,2,16.63545241,9.843657866,2.336299327,-2.21732833,2.43698745,-2.150513974,5.658501663,-0.39547615,2.246761198,3.843408427,546.0312164,14.95566545,11.51301891,11.51301891,8.607278133,5.617233044,5.617233044,5.214327771,5.214327771,2.871581669,2.871581669,1.902893512,1.902893512,-2.18,8171.470478,14.87945303,4.830424956,2.641650502,110.0405525,4.736862954,5.563451492,0,5.749511833,5.687386275,5.687386275,20.22863654,0,0,0,20.7712116,12.33872767,11.62981856,16.95641964,14.58348505,11.37477255,0,0,0,33.10993927,7.109797541,37.42190659,5.749511833,4.736862954,11.37477255,5.749511833,0,16.95641964,5.414990469,27.15237374,31.89811458,6.066367068,0,0,95.51,15.26161257,20.22863654,22.68773587,5.563451492,0,20.09990181,0,20.7712116,0,4.736862954,5.115591931,0,20.91943736,22.17596514,-0.67400463,0.083888889,1.34837963,0,6.7918065,1.322268519,0.5,19,0,7,0,0,0,1,0,1,5,0,7,3,0,0,0,1,3.11752,69.7398
5-Isopropyl-2-methylphenol,499-75-2,CC1=C(C=C(C=C1)C(C)C)O,Benchmark,9.348981481,9.348981481,0.399259259,0.399259259,0.652274036,10.54545455,150.221,136.109,150.1044651,60,0.118265216,-0.507676482,0.507676482,0.118265216,1.272727273,1.909090909,2.363636364,16.25532166,10.01500678,2.004553138,-2.058843813,2.218637289,-1.863031,5.358348771,0.469623566,1.941518365,3.051645449,251.0497318,8.43072142,7.256614672,7.256614672,5.109060905,3.905016342,3.905016342,3.200624552,3.200624552,1.899859284,1.899859284,0.985539029,0.985539029,-0.98,271.8125711,8.119800399,2.951611861,1.732031309,67.68540533,5.106527395,5.749511833,0,0,0,0,0,0,0,0,25.98020854,30.0349133,0,0,5.106527395,0,0,0,0,26.68911765,0,29.32600419,5.749511833,0,0,5.749511833,0,5.106527395,0,6.9237372,30.89228343,18.19910121,0,0,20.23,0,5.106527395,0,11.66741788,5.563451492,5.563451492,0,19.05647134,19.91384147,0,0,0,0,9.348981481,2.127314815,0.886759259,5.837685185,0,6.132592593,0,0.4,11,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,2.82402,46.9328
5-Chloro-2-methylaniline,95-79-4,CC1=C(C=C(C=C1)Cl)N,Benchmark,5.636944444,5.636944444,0.692685185,0.692685185,0.551296349,9.555555556,141.601,133.537,141.0345269,48,0.042615499,-0.398471533,0.398471533,0.042615499,1.444444444,2.111111111,2.555555556,35.49569077,10.1935939,1.907773743,-1.966164065,2.155319372,-1.866687585,6.303888145,1.472559282,1.796567574,3.17167803,220.1561776,6.853371151,5.18736555,5.943294496,4.198377303,2.715691243,3.093655716,2.000909961,2.437345741,1.241284181,1.476381284,0.611336044,0.791878674,-0.69,104.2009193,6.430336943,2.275364016,1.360160985,59.43950216,5.733667477,0,0,0,0,0,0,0,0,0,17.66730696,24.61992283,10.71001959,0,0,17.28832616,0,0,0,6.9237372,5.733667477,28.78518601,0,5.733667477,5.687386275,0,11.60093989,0,0,6.9237372,5.563451492,18.19910121,5.022633314,0,26.02,0,0,0,5.022633314,11.25083777,0,6.066367068,19.05647134,0,17.33460737,0,5.636944444,0,0.692685185,7.357407407,0,5.474012346,0,1.950061728,0,0.142857143,9,2,1,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.23062,40.6014
4-Methyl-3-nitrophenol,2042-14-0,CC1=C(C=C(C=C1)O)[N+](=O)[O-],Benchmark,10.26842593,10.26842593,0.050925926,-0.518796296,0.491999925,9.545454545,153.137,146.081,153.0425931,58,0.275491632,-0.507699858,0.507699858,0.275491632,1.545454545,2.181818182,2.636363636,16.628398,10.17776789,2.090339003,-1.953451315,2.216779206,-1.896414042,5.438597634,-0.385052437,1.936150798,3.23220887,295.7372023,8.43072142,5.942974579,5.942974579,5.109060905,3.050395839,3.050395839,2.227899355,2.227899355,1.38941591,1.38941591,0.794481806,0.794481806,-1.58,267.1888101,7.526157113,2.574037504,1.459531257,63.24355471,5.106527395,5.749511833,0,0,5.687386275,0,10.11431827,0,0,0,0,19.05647134,5.563451492,10.98967812,10.02983844,5.687386275,0,0,0,6.9237372,0,33.87687097,5.749511833,0,5.687386275,5.749511833,0,10.02983844,0,17.03805547,5.563451492,18.19910121,0,0,63.37,4.923311049,10.11431827,11.43689811,5.563451492,6.066367068,12.13273414,6.9237372,0,0,5.106527395,0,0,9.74962963,19.15037037,0.497962963,-0.081203704,4.060648148,0,1.622592593,0,0.142857143,11,1,4,0,0,0,1,0,1,3,1,4,1,0,0,0,1,1.60882,39.4982
"3,4-Dimethylphenol",95-65-8,CC1=C(C=C(C=C1)O)C,Benchmark,8.9375,8.9375,0.345462963,0.345462963,0.557704396,9.555555556,122.167,112.087,122.0731649,48,0.115359366,-0.507956224,0.507956224,0.115359366,1.111111111,1.777777778,2.222222222,16.2546655,10.11972983,1.903904829,-1.969831675,2.131094461,-1.764573006,5.32036917,0.474465295,1.796567574,3.17167803,215.8076621,6.853371151,5.679264403,5.679264403,4.198377303,2.961640669,2.961640669,2.268561861,2.268561861,1.490491852,1.490491852,0.725598734,0.725598734,-0.98,104.2009193,6.144688279,2.094917408,1.22443465,54.9555211,5.106527395,5.749511833,0,0,0,0,0,0,0,0,6.066367068,37.10711152,0,0,5.106527395,0,0,0,0,13.8474744,0,29.32600419,5.749511833,0,0,5.749511833,0,5.106527395,0,13.8474744,11.12690298,18.19910121,0,0,20.23,0,0,0,5.749511833,5.563451492,5.563451492,12.13273414,19.91384147,0,5.106527395,0,0,0,8.9375,2.349814815,0.345462963,5.363425926,0,4.003796296,0,0.25,9,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,2.00904,37.5808
4-tert-Butyl-2-methylphenol,98-27-1,CC1=C(C=CC(=C1)C(C)(C)C)O,Benchmark,9.309434996,9.309434996,0.165138889,0.165138889,0.624614132,11.66666667,164.248,148.12,164.1201151,66,0.118000379,-0.507686928,0.507686928,0.118000379,1.166666667,1.75,2.166666667,16.25529018,9.860656427,2.132390683,-2.190626757,2.258962909,-2.102557438,5.370054276,0.469423191,1.922545494,3.138261336,281.5458536,9.353371151,8.179264403,8.179264403,5.409702168,4.211640669,4.211640669,4.251265815,4.251265815,2.062818538,2.062818538,1.121973088,1.121973088,-0.98,347.9807345,9.110744102,2.814243587,1.786675577,74.05034744,5.106527395,5.749511833,0,0,0,0,0,0,0,0,32.90394574,29.53199772,0,0,5.106527395,0,0,0,0,33.10993927,0,29.32600419,5.749511833,0,0,5.749511833,0,5.106527395,5.414990469,6.9237372,31.89811458,18.19910121,0,0,20.23,0,5.106527395,5.414990469,5.749511833,5.563451492,5.563451492,6.066367068,19.05647134,20.7712116,0,0,0,0,9.309434996,2.373680556,0.377777778,5.771412037,0,8.417694633,0,0.454545455,12,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,2.99812,51.5438
3-Methyl-4-nitrophenol,2581-34-2,CC1=C(C=CC(=C1)O)[N+](=O)[O-],Benchmark,10.25698224,10.25698224,0.03037037,-0.477407407,0.491999925,9.545454545,153.137,146.081,153.0425931,58,0.272065128,-0.507947719,0.507947719,0.272065128,1.545454545,2.181818182,2.636363636,16.62834081,10.17656694,2.082697319,-1.953810978,2.209197358,-1.895273576,5.430419056,-0.385017402,1.853730746,3.196069662,295.7372023,8.43072142,5.942974579,5.942974579,5.109060905,3.050395839,3.050395839,2.227899355,2.227899355,1.377072687,1.377072687,0.844489061,0.844489061,-1.58,252.1073814,7.526157113,2.574037504,1.459531257,63.24355471,5.106527395,5.749511833,0,0,5.687386275,0,10.11431827,0,0,0,0,19.05647134,11.62981856,4.923311049,10.02983844,5.687386275,0,0,0,6.9237372,0,33.87687097,5.749511833,0,5.687386275,5.749511833,0,10.02983844,0,17.03805547,5.563451492,18.19910121,0,0,63.37,4.923311049,10.11431827,11.43689811,5.563451492,0,18.19910121,6.9237372,0,0,5.106527395,0,0,9.77957483,19.15366591,0.497962963,0.049166667,3.938425926,0,1.581203704,0,0.142857143,11,1,4,0,0,0,1,0,1,3,1,4,1,0,0,0,1,1.60882,39.4982
3-Methyl-4-(methylthio)phenol,3120-74-9,CC1=C(C=CC(=C1)O)SC,Benchmark,9.023762283,9.023762283,0.34287037,0.34287037,0.626766317,9.8,154.234,144.154,154.0452359,54,0.115419802,-0.507955182,0.507955182,0.115419802,1.4,2.1,2.6,32.16640731,10.21747604,1.949365561,-2.001741294,2.223352721,-1.757932445,7.982574948,0.474086985,1.878744529,3.069982715,232.6992424,7.560477932,6.087512694,6.904009274,4.736382105,3.074013105,4.298757977,2.153924074,3.00199877,1.37842984,2.276314285,0.86260911,1.447634096,-0.63,182.2382193,7.476723586,2.971125758,1.448214249,65.07863113,5.106527395,5.749511833,0,0,0,0,0,0,0,11.76188495,0,36.94205908,4.895483476,0,5.106527395,11.76188495,0,0,0,11.81922068,6.255769184,23.7625527,5.749511833,0,0,5.749511833,11.76188495,11.36229658,0,6.9237372,5.563451492,23.09458468,0,0,20.23,0,0,0,5.749511833,5.563451492,4.895483476,23.89461909,19.24587345,0,5.106527395,0,1.693009259,1.220185185,9.023762283,1.131944444,0.34287037,5.402777778,2.027163643,1.99162037,0,0.25,10,1,1,0,0,0,1,0,1,2,1,2,1,0,0,0,1,2.42252,44.6248
"2-Methyl-1,3-dinitrobenzene",606-20-2,CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-],Benchmark,10.37953704,10.37953704,0.081018519,-0.636574074,0.515043417,9.615384615,182.135,176.087,182.0327567,68,0.278684381,-0.258297263,0.278684381,0.258297263,1.076923077,1.461538462,1.769230769,16.63343025,10.14889116,2.191712146,-1.964616731,2.256650163,-1.960758048,5.51780825,-0.394800231,2.030421716,3.345441971,342.5053336,10.00807169,6.75947116,6.75947116,6.03658126,3.421527275,3.421527275,2.435483815,2.435483815,1.67000355,1.67000355,1.007197656,1.007197656,-1.98,682.2216966,9.110744102,3.176550566,1.608008395,73.10229668,0,5.563451492,0,0,11.37477255,0,20.22863654,0,0,0,0,12.99010427,12.13273414,9.846622098,9.846622098,11.37477255,0,0,0,6.9237372,0,43.99118923,0,0,11.37477255,0,0,9.846622098,0,27.15237374,5.563451492,18.19910121,0,0,86.28,9.846622098,20.22863654,16.93822404,0,0,25.12283841,0,0,0,0,0,0,19.48592593,20.75907407,-0.374166667,0,3.771759259,0,1.357407407,0,0.142857143,13,0,6,0,0,0,1,0,1,4,0,6,2,0,0,0,1,1.81142,44.4878
2-Methyl-3-(methylthio)furan,63012-97-5,CC1=C(C=CO1)SC,Benchmark,5.034537037,5.034537037,1.011574074,1.011574074,0.538250791,9.75,128.196,120.132,128.0295859,44,0.11369442,-0.468448955,0.468448955,0.11369442,1.625,2.375,2.625,32.16640727,10.50257289,1.946527077,-1.856393176,2.187174404,-1.632281992,7.982514546,0.526667513,2.139472527,2.922518308,168.7913934,5.983127663,4.971197119,5.7876937,3.842535255,2.424207309,3.648952181,1.545161694,2.39323639,1.031139248,1.894505896,0.585082329,1.112290649,-0.37,94.13679119,5.761061599,2.266093076,0.892300112,53.07872664,4.417150937,5.760247419,0,0,0,0,0,0,0,11.76188495,0,19.24587345,4.895483476,6.263162996,4.417150937,11.76188495,0,0,0,11.81922068,6.255769184,18.08977748,0,0,0,0,11.76188495,6.255769184,0,6.9237372,5.760247419,21.64216448,0,0,13.14,0,0,0,0,5.760247419,4.895483476,18.02504795,19.24587345,0,4.417150937,5.034537037,1.708333333,1.226851852,0,0,1.011574074,1.972222222,3.749027778,1.96412037,0,0.333333333,8,0,1,0,0,0,0,1,1,2,0,2,1,0,0,0,1,2.30992,35.226
2-Methyl-3-(methyldithio)furan,65505-17-1,CC1=C(C=CO1)SSC,Benchmark,5.08287037,5.08287037,1.008657407,1.008657407,0.617383233,10,160.263,152.199,160.0016569,50,0.114572063,-0.468416142,0.468416142,0.114572063,1.555555556,2.333333333,2.777777778,33.11456261,10.5029811,1.979407372,-1.895398673,2.307628879,-1.624689578,8.760550415,0.526749113,2.182504871,2.688675037,182.9384702,6.690234444,5.37944541,7.012438572,4.342535255,2.590873976,5.148952181,1.591037548,4.030863954,0.984338568,2.792778989,0.549546187,2.063086097,-0.02,152.7753409,7.091358575,3.224846567,1.693775608,62.60179875,4.417150937,5.760247419,0,0,0,0,0,0,0,0,21.58779595,19.24587345,0,11.15864647,4.417150937,21.58779595,0,0,0,11.81922068,6.255769184,18.08977748,0,0,0,0,21.58779595,6.255769184,0,6.9237372,5.760247419,21.64216448,0,0,13.14,0,0,0,0,5.760247419,4.895483476,27.85095895,12.99010427,6.255769184,4.417150937,5.08287037,0,1.224537037,0,0,1.008657407,1.982638889,3.768842593,1.970787037,3.461666667,0.333333333,9,0,1,0,0,0,0,1,1,3,0,3,2,0,0,0,1,2.95812,42.817
2-Methyl-3-thiophenethiol,2527-76-6,CC1=C(C=CS1)S,Benchmark,4.15933642,4.15933642,1.101851852,1.101851852,0.511954644,9.428571429,130.237,124.189,129.9910922,38,0.017662036,-0.148033376,0.148033376,0.017662036,1.714285714,2.428571429,2.571428571,32.13395011,10.51541337,1.877175761,-1.783505116,2.169617826,-1.542305366,7.801258153,1.436942422,1.905399931,3.117912676,138.368693,5.276020882,4.010162424,5.721086196,3.304530453,2.035441671,3.362308078,1.362027189,2.9640731,0.831438469,2.312834885,0.378259514,1.308799945,0.05,49.54039821,5.191843972,1.883826806,0.982501671,52.59177517,0,0,0,0,0,0,0,0,0,23.96557503,0,18.37016704,9.772630669,0,0,23.96557503,0,0,0,11.81922068,0,16.32357703,0,0,0,0,23.96557503,0,0,6.9237372,4.877147194,16.34191331,0,0,0,0,0,0,0,4.895483476,4.877147194,11.33678588,11.44642984,19.55252635,0,0,5.887345679,2.396604938,2.039351852,0,0,2.00308642,0,2.0625,0,0.2,7,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,1,2.34522,36.308
2-(3-Methyl-2-butenyl)-3-methylfuran,15186-51-3,CC1=C(OC=C1)CC=C(C)C,Benchmark,5.270092593,5.270092593,0.917824074,0.917824074,0.590289696,9.727272727,150.221,136.109,150.1044651,60,0.109919728,-0.468747924,0.468747924,0.109919728,1.545454545,2.272727273,2.727272727,16.33298189,10.1658998,1.970411103,-1.921309409,2.098811385,-1.797919454,5.172964924,0.519708458,2.310057555,2.647613714,251.5914229,8.267584714,7.347405879,7.347405879,5.198377303,3.862311689,3.862311689,3.012388157,3.012388157,1.663873837,1.663873837,0.910030497,0.910030497,-0.98,364.9890936,8.119800399,3.422420004,2.261438255,67.72578204,4.417150937,5.760247419,0,0,0,0,0,0,0,0,11.64912464,32.40103016,6.420821623,6.263162996,4.417150937,0,0,0,0,27.19203322,0,35.30235361,0,0,0,0,0,0,6.420821623,6.9237372,25.17117331,28.39580564,0,0,13.14,0,0,0,0,12.18106904,11.13655602,6.263162996,6.066367068,26.84723171,4.417150937,5.270092593,0,0,0,2.5725,1.075185185,1.994212963,4.829861111,6.258148148,0,0.4,11,0,1,0,0,0,0,1,1,1,0,1,2,0,0,0,1,3.09672,46.58
"2-Isobutyl-4,5-dimethylthiazole",53498-32-1,CC1=C(SC(=N1)CC(C)C)C,Benchmark,4.468888889,4.468888889,0.722175926,0.722175926,0.66299738,11,169.293,154.173,169.0925205,62,0.093292493,-0.246296928,0.246296928,0.093292493,1.363636364,2,2.363636364,32.13356637,10.14388802,2.040099228,-1.973111943,2.183944012,-1.919304618,7.111997249,0.643441852,2.098603119,2.726973855,218.210814,8.43072142,7.639918936,8.456415517,5.092224153,4.021964105,4.838460686,3.347171425,4.634917326,1.65568876,2.750864636,0.975718348,2.121745357,-0.37,281.2128179,8.724073377,3.350882708,2.294866398,72.48106706,0,0,0,0,0,0,0,4.983978521,0,11.33678588,13.8474744,19.76538045,11.29796882,10.70155169,0,11.33678588,0,4.983978521,5.917906046,34.11577042,0,15.57869889,0,0,0,0,11.33678588,4.983978521,6.420821623,19.76538045,29.42617328,0,0,0,12.89,0,0,0,0,12.33872767,15.57869889,0,11.33678588,32.67892732,0,0,1.831574074,5.830601852,1.287037037,1.199675926,0.722175926,0,1.124351852,8.67125,0,0.666666667,11,0,1,0,0,0,0,1,1,2,0,2,2,0,0,0,1,2.95844,50.13
4-Isopropyl-7-methylcyclohexathiazole,84648-08-8,CC1=C2C(=C(C=C1)C(C)C)N=CS2,Benchmark,4.419259259,4.419259259,0.56037037,0.56037037,0.668993922,11.38461538,191.299,178.195,191.0768704,68,0.084875965,-0.244351662,0.244351662,0.084875965,1.307692308,2.076923077,2.769230769,32.13345207,10.00533594,2.079820135,-2.062640062,2.286489899,-1.890699043,7.165124913,0.873015592,2.525892625,2.78012764,428.5829414,9.422285252,8.164862963,8.981359544,6.198377303,4.525691369,5.40534418,3.656479148,4.51124821,2.333929726,3.295774938,1.566829112,2.366472095,-0.89,1386.715051,8.696948085,3.109531753,1.352499363,82.43284736,0,0,0,0,0,0,0,4.983978521,0,11.33678588,25.98020854,23.96854623,0,15.72715991,0,21.55340651,0,4.983978521,0,26.68911765,0,28.77017639,0,0,0,0,11.33678588,4.983978521,0,6.9237372,30.89228343,17.64327341,0,10.21662063,12.89,0,0,0,5.917906046,0,21.34352362,11.33678588,5.510539274,37.88792426,0,1.339074074,1.734398148,4.419259259,0,5.826435185,0.56037037,4.386805556,0,6.566990741,0,0.363636364,13,0,1,0,0,0,1,1,2,2,0,2,1,0,0,0,2,3.72812,58.446
"2-Methyl-3-oxa-8-thiabicyclo[3.3.0]-1,4-octadiene",26693-24-3,CC1=C2C(=CO1)CCS2,Benchmark,5.216574074,5.216574074,1.090277778,1.090277778,0.547897341,16.11111111,140.207,132.143,140.0295859,48,0.114001915,-0.468148774,0.468148774,0.114001915,1.666666667,2.555555556,3.333333333,32.16654529,10.24672964,2.154624631,-1.854271993,2.343543516,-1.717315579,7.992403648,0.524771926,2.35255791,2.564443665,226.8200646,6.267584714,5.308060412,6.124556993,4.377010098,3.074854211,4.06045277,2.244712744,3.349884459,1.607171694,2.853741295,1.122495771,2.235540847,-0.37,228.1981172,5.417604503,1.805343651,0.696811995,58.4378376,4.417150937,5.760247419,0,0,0,0,0,0,0,11.76188495,0,13.34455882,11.3163051,11.15864647,4.417150937,11.76188495,0,0,0,18.2400423,5.752853607,17.58686191,0,0,0,0,11.76188495,5.752853607,6.420821623,6.9237372,11.32369891,15.57579741,0,0,13.14,0,0,0,0,5.760247419,22.6326102,0,24.94878514,0,4.417150937,5.216574074,1.907407407,1.384259259,0,1.400462963,2.328240741,0,3.071435185,2.024953704,0,0.428571429,9,0,1,0,1,1,0,1,1,2,0,2,0,0,0,0,2,2.23622,37.873
"2,6-Di-tert-butyl-4-methylphenol",128-37-0,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,Benchmark,10.38449074,10.38449074,0.01775463,-0.01775463,0.690997218,12.9375,220.356,196.164,220.1827154,90,0.122540495,-0.507340695,0.507340695,0.122540495,0.8125,1.125,1.375,16.25628795,9.78400414,2.251259344,-2.273357928,2.389291867,-2.169654806,5.48997244,0.42270343,2.041929581,3.507848338,353.8715828,12.72361464,11.60191413,11.60191413,7.031710636,5.878307336,5.878307336,6.708649137,6.708649137,2.870282751,2.870282751,1.922235323,1.922235323,-0.98,1617.208228,13.0865779,3.796604616,2.576613217,99.5101159,5.106527395,5.749511833,0,0,0,0,0,0,0,0,59.23860883,28.88062112,0,0,5.106527395,0,0,0,0,59.29614134,0,28.82308861,5.749511833,0,0,5.749511833,0,5.106527395,10.82998094,6.9237372,58.23277767,12.13273414,0,0,20.23,0,5.106527395,10.82998094,5.749511833,11.12690298,5.563451492,0,0,60.59889453,0,0,0,0,10.38449074,3.258472222,0.463518519,4.175740741,0,14.88444444,0,0.6,16,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,4.29562,70.2438
