Compound_name,CAS_number,Canonical_SMILES,n_original_records,ODT_min_mg_L,ODT_max_mg_L,log10_ODT_SD,ODT_geometric_mean_mg_L,Final_pT,Structure_type,Chemical_class
4-Ethyl-5-propylthiazole,57246-61-4,CCCC1=C(N=CS1)CC,1,6e-5,6e-5,NA,6e-5,7.22184874961636,Cyclic,Thiazole
Propyl benzene,103-65-1,CCCC1=CC=CC=C1,1,0.17712,0.17712,NA,0.17712,3.75173239646535,Cyclic,BenzeneDerivatives
2-Propylpyrazine,18138-03-9,CCCC1=NC=CN=C1,1,0.3,0.3,NA,0.3,3.52287874528034,Cyclic,Pyrazine
2-Methoxy-3-propylpyrazine,25680-57-3,CCCC1=NC=CN=C1OC,2,6e-6,0.00012,0.919967132461105,2.7e-5,7.56863623584101,Cyclic,Pyrazine
2-Hexanone,591-78-6,CCCCC(=O)C,3,0.0605,0.56,0.557970151990071,0.2667,3.57397698431012,Aliphatic,Ketone
1-Hepten-3-one,2918-13-0,CCCCC(=O)C=C,1,4e-5,4e-5,NA,4e-5,7.39794000867204,Aliphatic,Ketone
3-Heptanone,106-35-4,CCCCC(=O)CC,1,0.048,0.048,NA,0.048,4.31875876262441,Aliphatic,Ketone
5-Nonanone,502-56-7,CCCCC(=O)CCCC,1,0.0246,0.0246,NA,0.0246,4.60906489289662,Aliphatic,Ketone
Pentanoic acid,109-52-4,CCCCC(=O)O,12,0.28,11,0.541621976073505,3.36,2.47366072261016,Aliphatic,Acid
Methyl pentanoate,624-24-8,CCCCC(=O)OC,3,0.02,0.0665,0.301256549380047,0.0299,4.52432881167557,Aliphatic,Ester
Ethyl pentanoate,539-82-2,CCCCC(=O)OCC,1,0.01546,0.01546,NA,0.01546,4.81079051041769,Aliphatic,Ester
2-Methyl-3-heptanol,18720-62-2,CCCCC(C(C)C)O,1,0.45,0.45,NA,0.45,3.34678748622466,Aliphatic,Ketone
3-(Acetylthio)-2-propylheptanal,,CCCCC(C(CCC)C=O)SC(=O)C,1,0.05,0.05,NA,0.05,4.30102999566398,Aliphatic,Aldehyde
2-Methyl-2-hexanol,625-23-0,CCCCC(C)(C)O,1,1.95,1.95,NA,1.95,2.70996538863748,Aliphatic,Alcohol
2-Methylhexanoic acid,4536-23-6,CCCCC(C)C(=O)O,1,1.81,1.81,NA,1.81,2.74232142513082,Aliphatic,Acid
Ethyl 2-methylhexanoate,,CCCCC(C)C(=O)OCC,1,0.0025,0.0025,NA,0.0025,5.60205999132796,Aliphatic,Ester
2-Hexanol,626-93-7,CCCCC(C)O,13,0.0152,1.5082,0.562837720018432,0.96,3.01772876696043,Aliphatic,Alcohol
2-Ethylhexanoic acid,149-57-5,CCCCC(CC)C(=O)O,1,45,45,NA,45,1.34678748622466,Aliphatic,Acid
2-Ethylhexanal,123-05-7,CCCCC(CC)C=O,1,0.0126,0.0126,NA,0.0126,4.89962945488244,Aliphatic,Aldehyde
2-Ethyl-1-hexanol,104-76-7,CCCCC(CC)CO,3,0.027,0.03,0.0264180994926475,0.029,4.53760200210104,Aliphatic,Alcohol
2-Ethylhexyl 2-propenoate,103-11-7,CCCCC(CC)COC(=O)C=C,1,0.00983,0.00983,NA,0.00983,5.00744648216786,Aliphatic,Ester
4-Octanol,589-62-8,CCCCC(CCC)O,1,0.61,0.61,NA,0.61,3.21467016498923,Aliphatic,Alcohol
5-Nonanol,623-93-8,CCCCC(CCCC)O,1,0.1685,0.1685,NA,0.1685,3.77340009479264,Aliphatic,Alcohol
(Z)-2-Butyl-2-octenal,,CCCCC/C=C(/CCCC)\C=O,1,0.02,0.02,NA,0.02,4.69897000433602,Aliphatic,Aldehyde
(Z)-6-Dodecenyl-γ-lactone,15456-69-6,CCCCC/C=C/CC1CCC(=O)O1,1,0.0007,0.0007,NA,0.0007,6.15490195998574,Cyclic,Furan
(E)-8-Tetradecenal,,CCCCC/C=C/CCCCCCC=O,1,9e-6,9e-6,NA,9e-6,8.04575749056067,Aliphatic,Aldehyde
"6,9-Pentadecadien-2-one",,CCCCC/C=C\C/C=C\CCCC(=O)C,1,0.001,0.001,NA,0.001,6,Aliphatic,Ketone
(Z)-4-Hydroxy-6-dodecenoic acid lactone,18679-18-0,CCCCC/C=C\CC1CCC(=O)O1,1,0.007175,0.007175,NA,0.007175,5.14417809459397,Cyclic,Ester
(Z)-8-Tetradecenal,169054-69-7,CCCCC/C=C\CCCCCCC=O,1,0.00124,0.00124,NA,0.00124,5.90657831483777,Aliphatic,Aldehyde
"trans-4,5-Epoxy-(E)-2-decenal",73528-44-6,CCCCC[C@H]1[C@@H](O1)/C=C/C=O,5,3.8e-5,0.005,0.98932131755918,0.001,6,Cyclic,Others
"2,4-Nonadienal",6750-03-4,CCCCC=CC=CC=O,2,5e-5,0.0001,0.212860351274558,7.07106781186548e-5,7.15051499783199,Aliphatic,Aldehyde
2-Heptenal,2463-63-0,CCCCC=CC=O,3,0.013,0.051,0.342730606513974,0.021,4.67778070526608,Aliphatic,Aldehyde
5-Butyl-4-ethylthiazole,,CCCCC1=C(N=CS1)CC,1,0.00012,0.00012,NA,0.00012,6.92081875395237,Cyclic,Thiazole
4-Butyl-5-methylthiazole,57246-60-3,CCCCC1=C(SC=N1)C,1,1e-5,1e-5,NA,1e-5,8,Cyclic,Thiazole
4-Butyl-5-ethylthiazole,57246-62-5,CCCCC1=C(SC=N1)CC,1,2e-5,2e-5,NA,2e-5,7.69897000433602,Cyclic,Thiazole
4-Butyl-5-propylthiazole,57246-59-0,CCCCC1=C(SC=N1)CCC,2,3e-6,5e-6,0.156870755251482,3.87298334620742e-6,8.41195437047216,Cyclic,Thiazole
2-Butylfuran,4466-24-4,CCCCC1=CC=CO1,1,0.005,0.005,NA,0.005,5.30102999566398,Cyclic,Furan
"5-Butyl-2,3-dimethylpyrazine",15834-78-3,CCCCC1=CN=C(C(=N1)C)C,3,0.3,0.77,0.23634957396395,0.56,3.2518119729938,Cyclic,Pyrazine
2-Butyl-3-methoxypyrazine,32737-11-4,CCCCC1=NC=CN=C1OC,1,5e-5,5e-5,NA,5e-5,7.30102999566398,Cyclic,Pyrazine
3-Butylphthalide,6066-49-5,CCCCC1C2=CC=CC=C2C(=O)O1,1,0.01,0.01,NA,0.01,5,Cyclic,Polycyclic
4-Hydroxyoctanoic acid lactone,104-50-7,CCCCC1CCC(=O)O1,1,0.0043,0.0043,NA,0.0043,5.36653154442041,Cyclic,Ester
Methyl 2-octynoate,111-12-6,CCCCCC#CC(=O)OC,1,0.025,0.025,NA,0.025,4.60205999132796,Aliphatic,Ester
2-Heptanone,110-43-0,CCCCCC(=O)C,3,0.024,0.14,0.383172056984348,0.06,4.22184874961636,Aliphatic,Ketone
1-Octen-3-one,4312-99-6,CCCCCC(=O)C=C,1,0.00053,0.00053,NA,0.00053,6.27572413039921,Aliphatic,Ketone
(E)-2-Nonen-4-one,27743-70-0,CCCCCC(=O)C=CC,1,0.0009,0.0009,NA,0.0009,6.04575749056067,Aliphatic,Ketone
3-Octanone,106-68-3,CCCCCC(=O)CC,9,0.0214,0.07,0.181627148016608,0.03,4.52287874528034,Aliphatic,Ketone
1-Nonen-4-one,61168-10-3,CCCCCC(=O)CC=C,1,0.0004,0.0004,NA,0.0004,6.39794000867204,Aliphatic,Ketone
4-Nonanone,4485-09-0,CCCCCC(=O)CCC,1,0.0246,0.0246,NA,0.0246,4.60906489289662,Aliphatic,Ketone
6-Undecanone,927-49-1,CCCCCC(=O)CCCCC,1,0.065,0.065,NA,0.065,4.18708664335714,Aliphatic,Ketone
1-(Methylthio)-3-octanone,,CCCCCC(=O)CCSC,1,0.0055,0.0055,NA,0.0055,5.25963731050576,Aliphatic,Ketone
Hexanoic acid,142-62-1,CCCCCC(=O)O,1,3,3,NA,3,2.52287874528034,Aliphatic,Acid
Methyl hexanoate,106-70-7,CCCCCC(=O)OC,1,0.00937,0.00937,NA,0.00937,5.02826040911222,Aliphatic,Ester
Ethyl hexanoate,123-66-0,CCCCCC(=O)OCC,1,0.00939,0.00939,NA,0.00939,5.02733440773389,Aliphatic,Ester
(Z)-2-Hexenyl hexanoate,56922-79-3,CCCCCC(=O)OCC=CCCC,1,0.2512,0.2512,NA,0.2512,3.59998036493484,Aliphatic,Ester
Isopentyl hexanoate,2198-61-0,CCCCCC(=O)OCCC(C)C,1,0.32,0.32,NA,0.32,3.49485002168009,Aliphatic,Ester
Butyl hexanoate,626-82-4,CCCCCC(=O)OCCCC,1,10,10,NA,10,2,Aliphatic,Ester
Methyl thiohexanoate,2432-77-1,CCCCCC(=O)SC,1,0.0022,0.0022,NA,0.0022,5.65757731917779,Aliphatic,Ester
"2,2-Dimethylheptane",1071-26-7,CCCCCC(C)(C)C,1,50,50,NA,50,1.30102999566398,Aliphatic,Hydrocarbon
2-Methyl-2-heptanol,625-25-2,CCCCCC(C)(C)O,1,0.28,0.28,NA,0.28,3.55284196865778,Aliphatic,Alcohol
2-Methylheptane,592-27-8,CCCCCC(C)C,1,50,50,NA,50,1.30102999566398,Aliphatic,Hydrocarbon
2-Methylheptanoic acid,1188-02-9,CCCCCC(C)C(=O)O,1,29.5,29.5,NA,29.5,1.53017798402184,Aliphatic,Acid
3-Methyloctane,2216-33-3,CCCCCC(C)CC,1,100,100,NA,100,1,Aliphatic,Hydrocarbon
"(R,S)-2-Heptanethiol",628-00-2,CCCCCC(C)S,1,0.01,0.01,NA,0.01,5,Aliphatic,Sulfur-containing
1-Octen-3-ol,3391-86-4,CCCCCC(C=C)O,1,0.1637,0.1637,NA,0.1637,3.78595132058806,Aliphatic,Alcohol
1-Octen-3-yl propanoate,63156-02-5,CCCCCC(C=C)OC(=O)CC,1,0.022,0.022,NA,0.022,4.65757731917779,Aliphatic,Ester
4-Nonanol,5932-79-6,CCCCCC(CCC)O,1,0.2535,0.2535,NA,0.2535,3.59602203633065,Aliphatic,Alcohol
(Z)-2-Nonenal,60784-31-8,CCCCCC/C=C\C=O,1,4e-6,4e-6,NA,4e-6,8.39794000867204,Aliphatic,Aldehyde
(Z)-7-Tetradecenal,65128-96-3,CCCCCC/C=C\CCCCCC=O,1,0.0026,0.0026,NA,0.0026,5.58502665202918,Aliphatic,Aldehyde
"(E,Z)-1,3,5-Undecatriene",51447-08-6,CCCCCC=CC=CC=C,1,2e-5,2e-5,NA,2e-5,7.69897000433602,Aliphatic,Hydrocarbon
"2,4-Decadienal",2363-88-4,CCCCCC=CC=CC=O,7,7e-5,0.0003,0.337830618559299,0.000131,6.88272870434424,Aliphatic,Aldehyde
2-Octenal,2363-89-5,CCCCCC=CC=O,5,0.0002,0.003,0.542636160894885,0.00185,5.73282827159699,Aliphatic,Aldehyde
Methyl (Z)-4-decenoate,7367-83-1,CCCCCC=CCCC(=O)OC,6,0.003,0.018,0.345487590458277,0.005,5.30102999566398,Aliphatic,Ester
(E)-4-Decenal,65405-70-1,CCCCCC=CCCC=O,1,1.2e-6,1.2e-6,NA,1.2e-6,8.92081875395237,Aliphatic,Aldehyde
Hexanal,66-25-1,CCCCCC=O,1,0.045,0.045,NA,0.045,4.34678748622466,Aliphatic,Aldehyde
2-Pentylpyridine,2294-76-0,CCCCCC1=CC=CC=N1,1,0.0066,0.0066,NA,0.0066,5.18045606445813,Cyclic,Others
2-Pentylfuran,3777-69-3,CCCCCC1=CC=CO1,1,0.006,0.006,NA,0.006,5.22184874961636,Cyclic,Furan
"2,3-Dimethyl-5-pentylpyrazine",,CCCCCC1=CN=C(C(=N1)C)C,1,0.1,0.1,NA,0.1,4,Cyclic,Pyrazine
2-Methoxy-3-pentylpyrazine,32737-12-5,CCCCCC1=NC=CN=C1OC,1,2e-5,2e-5,NA,2e-5,7.69897000433602,Cyclic,Pyrazine
2-Pentyl-3-phenoxypyrazine,113685-85-1,CCCCCC1=NC=CN=C1OC2=CC=CC=C2,1,0.0009,0.0009,NA,0.0009,6.04575749056067,Cyclic,Polycyclic
2-Ethoxy-3-pentylpyrazine,113685-82-8,CCCCCC1=NC=CN=C1OCC,1,8e-5,8e-5,NA,8e-5,7.09691001300806,Cyclic,Pyrazine
2-(Methylthio)-3-pentylpyrazine,113685-87-3,CCCCCC1=NC=CN=C1SC,1,0.00012,0.00012,NA,0.00012,6.92081875395237,Cyclic,Pyrazine
2-Pentyl-3-(phenylthio)pyrazine,113685-96-4,CCCCCC1=NC=CN=C1SC2=CC=CC=C2,1,0.008,0.008,NA,0.008,5.09691001300806,Cyclic,Polycyclic
"4,5-Epoxy-(E)-2-decenal",134454-31-2,CCCCCC1C(O1)C=CC=O,4,7e-5,0.00013,0.123923533108986,0.00011,6.95860731484177,Cyclic,Others
5-Hydroxydecanoic acid lactone,705-86-2,CCCCCC1CCCC(=O)O1,4,0.03,0.066,0.16897133599803,0.0368,4.43415218132648,Cyclic,Ester
6-Pentyltetrahydro-2H-thiopyran-2-one,,CCCCCC1CCCC(=O)S1,1,0.006,0.006,NA,0.006,5.22184874961636,Cyclic,Ketone
Heptane,142-82-5,CCCCCCC,1,50,50,NA,50,1.30102999566398,Aliphatic,Hydrocarbon
2-Octanone,111-13-7,CCCCCCC(=O)C,1,0.03757,0.03757,NA,0.03757,4.42515880493662,Aliphatic,Ketone
1-Nonen-3-one,24415-26-7,CCCCCCC(=O)C=C,2,8e-8,1e-6,0.775632508549421,2.8e-7,9.55284196865778,Aliphatic,Ketone
3-Nonanone,925-78-0,CCCCCCC(=O)CC,1,0.02,0.02,NA,0.02,4.69897000433602,Aliphatic,Ketone
4-Oxodecanal,43160-78-7,CCCCCCC(=O)CCC=O,1,0.012,0.012,NA,0.012,4.92081875395237,Aliphatic,Aldehyde
5-Undecanone,33083-83-9,CCCCCCC(=O)CCCC,1,0.062,0.062,NA,0.062,4.20760831050175,Aliphatic,Ketone
Heptanoic acid,111-14-8,CCCCCCC(=O)O,5,3,10.4,0.534938080356141,4.64,2.33348201944512,Aliphatic,Acid
Methyl heptanoate,106-73-0,CCCCCCC(=O)OC,5,0.004,0.01,0.177964182071506,0.0048,5.31875876262441,Aliphatic,Ester
Ethyl heptanoate,106-30-9,CCCCCCC(=O)OCC,1,0.066,0.066,NA,0.066,4.18045606445813,Aliphatic,Ester
Methyl thioheptanoate,,CCCCCCC(=S)OC,1,0.005,0.005,NA,0.005,5.30102999566398,Aliphatic,Ester
3-Nonanol,624-51-1,CCCCCCC(CC)O,1,0.1685,0.1685,NA,0.1685,3.77340009479264,Aliphatic,Alcohol
"2,4-Undecadienal",13162-46-4,CCCCCCC=CC=CC=O,1,1e-5,1e-5,NA,1e-5,8,Aliphatic,Aldehyde
2-Nonenal,2463-53-8,CCCCCCC=CC=O,8,8e-5,0.0001,0.0501556967492094,8.69823710416393e-5,7.06056875813004,Aliphatic,Aldehyde
Heptanal,111-71-7,CCCCCCC=O,8,0.003,0.55,0.74269134108834,0.0348,4.45842075605342,Aliphatic,Aldehyde
"4-Hexyl-1,3-dihydroxybenzene",136-77-6,CCCCCCC1=C(C=C(C=C1)O)O,1,2,2,NA,2,2.69897000433602,Cyclic,BenzeneDerivatives
2-Hexylpyrazine,28217-91-6,CCCCCCC1=NC=CN=C1,1,0.2,0.2,NA,0.2,3.69897000433602,Cyclic,Pyrazine
2-Hexyl-3-methoxypyrazine,25680-56-2,CCCCCCC1=NC=CN=C1OC,3,1e-6,7e-5,1.06526785008348,4.12128529980856e-6,8.38496731999525,Cyclic,Pyrazine
4-Hydroxydecanoic acid lactone,706-14-9,CCCCCCC1CCC(=O)O1,6,0.001,0.6,1.01398243602822,0.00845,5.07314329105031,Cyclic,Ester
Octane,111-65-9,CCCCCCCC,1,10,10,NA,10,2,Aliphatic,Hydrocarbon
2-Nonanone,821-55-6,CCCCCCCC(=O)C,7,0.005,0.2,0.691010413103294,0.017,4.76955107862173,Aliphatic,Ketone
3-Decanone,928-80-3,CCCCCCCC(=O)CC,1,0.033,0.033,NA,0.033,4.48148606012211,Aliphatic,Ketone
4-Undecanone,14476-37-0,CCCCCCCC(=O)CCC,1,0.0576,0.0576,NA,0.0576,4.23957751657679,Aliphatic,Ketone
Octanoic acid,124-07-2,CCCCCCCC(=O)O,5,1.405,19,0.517020174187259,5.39,2.26841123481326,Aliphatic,Acid
Ethyl octanoate,106-32-1,CCCCCCCC(=O)OCC,1,0.6654,0.6654,NA,0.6654,3.1769172034672,Aliphatic,Ester
2-Methylnonane,871-83-0,CCCCCCCC(C)C,1,10,10,NA,10,2,Aliphatic,Hydrocarbon
3-Decanol,1565-81-7,CCCCCCCC(CC)O,1,0.1948,0.1948,NA,0.1948,3.7104110474574,Aliphatic,Alcohol
2-Decenal,3913-71-1,CCCCCCCC=CC=O,5,0.0003,0.001,0.286392483630039,0.00062,6.20760831050175,Aliphatic,Aldehyde
Octanal,124-13-0,CCCCCCCC=O,2,0.0069,0.008,0.0454251733711918,0.0074,5.13076828026902,Aliphatic,Aldehyde
2-Heptyl-3-methoxypyrazine,113685-79-3,CCCCCCCC1=NC=CN=C1OC,1,2.6e-5,2.6e-5,NA,2.6e-5,7.58502665202918,Cyclic,Pyrazine
4-Hydroxyundecanoic acid lactone,104-67-6,CCCCCCCC1CCC(=O)O1,1,0.01,0.01,NA,0.01,5,Cyclic,Ester
Nonane,111-84-2,CCCCCCCCC,1,10,10,NA,10,2,Aliphatic,Hydrocarbon
2-Decanone,693-54-9,CCCCCCCCC(=O)C,2,0.003,0.02465,0.64678751019662,0.0086,5.06550154875643,Aliphatic,Ketone
Nonanoic acid,112-05-0,CCCCCCCCC(=O)O,3,3,8.8,0.244016804324293,5.6,2.2518119729938,Aliphatic,Acid
Ethyl nonanoate,123-29-5,CCCCCCCCC(=O)OCC,1,4.25,4.25,NA,4.25,2.37161106994969,Aliphatic,Ester
(E)-2-Undecenal,53448-07-0,CCCCCCCCC=CC=O,3,0.00078,0.0014,0.146666270918647,0.0012,5.92081875395237,Aliphatic,Aldehyde
Nonanal,124-19-6,CCCCCCCCC=O,1,0.021,0.021,NA,0.021,4.67778070526608,Aliphatic,Aldehyde
2-Methoxy-3-octylpyrazine,113685-80-6,CCCCCCCCC1=NC=CN=C1OC,1,6e-5,6e-5,NA,6e-5,7.22184874961636,Cyclic,Pyrazine
2-Ethoxy-3-octylpyrazine,113685-83-9,CCCCCCCCC1=NC=CN=C1OCC,1,0.002,0.002,NA,0.002,5.69897000433602,Cyclic,Pyrazine
4-Hydroxydodecanoic acid lactone,2305-05-7,CCCCCCCCC1CCC(=O)O1,5,0.00043,0.007,0.500570148275289,0.002427,5.61493022366807,Cyclic,Ester
Decane,124-18-5,CCCCCCCCCC,1,10,10,NA,10,2,Aliphatic,Hydrocarbon
2-Undecanone,112-12-9,CCCCCCCCCC(=O)C,1,0.0163,0.0163,NA,0.0163,4.78781239559604,Aliphatic,Ketone
3-Dodecanone,1534-27-6,CCCCCCCCCC(=O)CC,1,0.02515,0.02515,NA,0.02515,4.59946201060805,Aliphatic,Ketone
Decanoic acid,334-48-5,CCCCCCCCCC(=O)O,1,4.38,4.38,NA,4.38,2.3585258894959,Aliphatic,Acid
Ethyl decanoate,110-38-3,CCCCCCCCCC(=O)OCC,1,1.31,1.31,NA,1.31,2.88272870434424,Aliphatic,Ester
2-Methylundecane,7045-71-8,CCCCCCCCCC(C)C,1,10,10,NA,10,2,Aliphatic,Hydrocarbon
3-Dodecanol,10203-30-2,CCCCCCCCCC(CC)O,1,0.0615,0.0615,NA,0.0615,4.21112488422458,Aliphatic,Alcohol
(E)-2-Dodecenal,20407-84-5,CCCCCCCCCC=CC=O,1,0.0014,0.0014,NA,0.0014,5.85387196432176,Aliphatic,Aldehyde
7-Heptadecene,54290-12-9,CCCCCCCCCC=CCCCCCC,1,5.6,5.6,NA,5.6,2.2518119729938,Aliphatic,Hydrocarbon
Decanal,112-31-2,CCCCCCCCCC=O,1,0.01615,0.01615,NA,0.01615,4.79182747333288,Aliphatic,Aldehyde
4-Nonylphenol,104-40-5,CCCCCCCCCC1=CC=C(C=C1)O,1,1,1,NA,1,3,Cyclic,BenzeneDerivatives
Undecane,1120-21-4,CCCCCCCCCCC,1,10,10,NA,10,2,Aliphatic,Hydrocarbon
2-Dodecanone,6175-49-1,CCCCCCCCCCC(=O)C,1,0.04,0.04,NA,0.04,4.39794000867204,Aliphatic,Ketone
Undecanoic acid,112-37-8,CCCCCCCCCCC(=O)O,1,10,10,NA,10,2,Aliphatic,Acid
2-Dodecanol,10203-28-8,CCCCCCCCCCC(C)O,1,0.0615,0.0615,NA,0.0615,4.21112488422458,Aliphatic,Alcohol
Undecanal,112-44-7,CCCCCCCCCCC=O,6,0.005,0.1,0.517327927848872,0.0237,4.6252516539899,Aliphatic,Aldehyde
2-Decyl-3-(methylthio)pyrazine,113685-89-5,CCCCCCCCCCC1=NC=CN=C1SC,1,0.02,0.02,NA,0.02,4.69897000433602,Cyclic,Pyrazine
Dodecane,112-40-3,CCCCCCCCCCCC,1,10,10,NA,10,2,Aliphatic,Hydrocarbon
Lauric acid,143-07-7,CCCCCCCCCCCC(=O)O,1,700,700,NA,700,0.154901959985743,Aliphatic,Acid
Ethyl dodecanoate,106-33-2,CCCCCCCCCCCC(=O)OCC,5,0.4,5.9,0.605884453776439,1.81,2.74232142513082,Aliphatic,Ester
Dodecanal,112-54-9,CCCCCCCCCCCC=O,5,0.01,0.055,0.306445352769892,0.0171,4.76700388960785,Aliphatic,Aldehyde
Tridecanoic acid,638-53-9,CCCCCCCCCCCCC(=O)O,1,10,10,NA,10,2,Aliphatic,Acid
Tridecanal,10486-19-8,CCCCCCCCCCCCC=O,77,0.01,0.07,0.319417035335119,0.013,4.88605664769316,Aliphatic,Aldehyde
Tetradecane,629-59-4,CCCCCCCCCCCCCC,1,1,1,NA,1,3,Aliphatic,Hydrocarbon
Tetradecanoic acid,544-63-8,CCCCCCCCCCCCCC(=O)O,1,10,10,NA,10,2,Aliphatic,Acid
Ethyl tetradecanoate,124-06-1,CCCCCCCCCCCCCC(=O)OCC,3,0.18,4,0.777568117713025,1.42,2.84771165561694,Aliphatic,Ester
1-Pentadecene,13360-61-7,CCCCCCCCCCCCCC=C,1,3.6,3.6,NA,3.6,2.44369749923271,Aliphatic,Hydrocarbon
Pentadecanoic acid,1002-84-2,CCCCCCCCCCCCCCC(=O)O,1,10,10,NA,10,2,Aliphatic,Acid
Ethyl hexadecanoate,628-97-7,CCCCCCCCCCCCCCCC(=O)OCC,1,2,2,NA,2,2.69897000433602,Aliphatic,Ester
1-Heptadecene,6765-39-5,CCCCCCCCCCCCCCCC=C,1,8,8,NA,8,2.09691001300806,Aliphatic,Hydrocarbon
Heptadecanoic acid,506-12-7,CCCCCCCCCCCCCCCCC(=O)O,1,20,20,NA,20,1.69897000433602,Aliphatic,Acid
Octadecanoic acid,57-11-4,CCCCCCCCCCCCCCCCCC(=O)O,1,20,20,NA,20,1.69897000433602,Aliphatic,Acid
Nonadecanoic acid,646-30-0,CCCCCCCCCCCCCCCCCCC(=O)O,1,20,20,NA,20,1.69897000433602,Aliphatic,Acid
Eicosanoic acid,506-30-9,CCCCCCCCCCCCCCCCCCCC(=O)O,1,20,20,NA,20,1.69897000433602,Aliphatic,Acid
1-Dodecanol,112-53-8,CCCCCCCCCCCCO,2,0.158,0.82,0.505692198446491,0.36,3.44369749923271,Aliphatic,Alcohol
1-Undecanol,112-42-5,CCCCCCCCCCCO,2,0.248,0.7,0.318655096498892,0.417,3.37986394502624,Aliphatic,Alcohol
Undecyl acetate,1731-81-3,CCCCCCCCCCCOC(=O)C,1,0.25,0.25,NA,0.25,3.60205999132796,Aliphatic,Ester
1-Decanol,112-30-1,CCCCCCCCCCO,7,0.047,2.8,0.630534629688975,0.9,3.04575749056068,Aliphatic,Alcohol
Decyl acetate,112-17-4,CCCCCCCCCCOC(=O)C,1,0.6125,0.6125,NA,0.6125,3.21289390696343,Aliphatic,Ester
1-Nonanol,143-08-8,CCCCCCCCCO,1,0.368,0.368,NA,0.368,3.43415218132648,Aliphatic,Alcohol
Nonyl acetate,143-13-5,CCCCCCCCCOC(=O)C,4,0.2,0.6,0.228433975392552,0.28,3.55284196865778,Aliphatic,Ester
1-Iodooctane,629-27-6,CCCCCCCCI,1,0.0002,0.0002,NA,0.0002,6.69897000433602,Aliphatic,Hydrocarbon
Octylamine,111-86-4,CCCCCCCCN,1,2.64,2.64,NA,2.64,2.57839607313017,Aliphatic,Nitrogen-containing
1-Octanol,111-87-5,CCCCCCCCO,6,0.11,1,0.420947008497473,0.32,3.49485002168009,Aliphatic,Alcohol
Octyl acetate,112-14-1,CCCCCCCCOC(=O)C,1,0.2752,0.2752,NA,0.2752,3.56035157043653,Aliphatic,Ester
Octyl 2-methylpropanoate,109-15-9,CCCCCCCCOC(=O)C(C)C,1,0.006,0.006,NA,0.006,5.22184874961636,Aliphatic,Ester
Octyl butanoate,110-39-4,CCCCCCCCOC(=O)CCC,2,0.25,8.2,1.07188467431185,1.43,2.84466396253494,Aliphatic,Ester
Heptylamine,111-68-2,CCCCCCCN,1,13.8,13.8,NA,13.8,1.86012091359876,Aliphatic,Nitrogen-containing
1-Heptanol,111-70-6,CCCCCCCO,9,0.33,4.6,0.525478225249181,0.93,3.03151705144606,Aliphatic,Alcohol
Heptyl isobutyrate,2349-13-5,CCCCCCCOC(=O)C(C)C,1,0.0125,0.0125,NA,0.0125,4.90308998699194,Aliphatic,Ester
Hexylamine,111-26-2,CCCCCCN,2,3.67,4.84,0.0849795961443465,4.215,2.37520242103924,Aliphatic,Nitrogen-containing
1-Hexanol,111-27-3,CCCCCCO,12,0.2,10,NA,1.48,2.82973828460504,Aliphatic,Alcohol
Hexyl acetate,142-92-7,CCCCCCOC(=O)C,9,0.002,0.9,0.470961943874639,0.034,4.46852108295774,Aliphatic,Ester
Hexyl isobutyrate,2348-07-7,CCCCCCOC(=O)C(C)C,1,0.012,0.012,NA,0.012,4.92081875395237,Aliphatic,Ester
Hexyl butanoate,2639-63-6,CCCCCCOC(=O)CCC,2,0.203,0.25,0.0639535450410028,0.225,3.64781748188864,Aliphatic,Ester
Hexyl hexanoate,6378-65-0,CCCCCCOC(=O)CCCCC,1,6.4,6.4,NA,6.4,2.19382002601611,Aliphatic,Ester
2-(Hexylthio)ethanal,,CCCCCCSCC=O,1,8e-5,8e-5,NA,8e-5,7.09691001300806,Aliphatic,Aldehyde
Pentylamine,110-58-7,CCCCCN,2,9.21,15.9,0.167681530168384,12.1,1.91721462968355,Aliphatic,Nitrogen-containing
1-Pentanol,71-41-0,CCCCCO,8,0.12,70,0.967083285721564,2.64,2.57839607313017,Aliphatic,Alcohol
Pentyl acetate,628-63-7,CCCCCOC(=O)C,1,0.013,0.013,NA,0.013,4.88605664769316,Aliphatic,Ester
Pentyl 2-methylbutanoate,68039-26-9,CCCCCOC(=O)C(C)CC,1,0.0268,0.0268,NA,0.0268,4.57186520597121,Aliphatic,Ester
Amyl valerate,2173-56-0,CCCCCOC(=O)CCCC,1,2.3715,2.3715,NA,2.3715,2.62497687101211,Aliphatic,Ester
1-Pentanethiol,110-66-7,CCCCCS,1,0.0008,0.0008,NA,0.0008,6.09691001300806,Aliphatic,Sulfur-containing
2-(Pentylthio)ethanal,,CCCCCSCC=O,1,0.0001,0.0001,NA,0.0001,7,Aliphatic,Aldehyde
Butylamine,109-73-9,CCCCN,1,50,50,NA,50,1.30102999566398,Aliphatic,Nitrogen-containing
1-Butanol,71-36-3,CCCCO,28,1.4,511,0.798517402091162,34.99,1.45605605751709,Aliphatic,Alcohol
Butyl acetate,123-86-4,CCCCOC(=O)C,1,0.0487,0.0487,NA,0.0487,4.31247103878537,Aliphatic,Ester
2-Butyl 2-methylbutanoate,7785-66-2,CCCCOC(=O)C(=CC)C,1,0.0042,0.0042,NA,0.0042,5.3767507096021,Aliphatic,Ester
